timestamp_obd,status,fuel_status,engine_load,coolant_temp,short_fuel_trim_1,long_fuel_trim_1,intake_pressure,rpm,speed,timing_advance,intake_temp,throttle_pos,o2_sensors,o2_b1s2,obd_compliance,run_time,pids_b,distance_w_mil,evaporative_purge,fuel_level,warmups_since_dtc_clear,distance_since_dtc_clear,barometric_pressure,o2_s1_wr_current,catalyst_temp_b1s1,pids_c,status_drive_cycle,control_module_voltage,absolute_load,commanded_equiv_ratio,relative_throttle_pos,ambiant_air_temp,throttle_pos_b,accelerator_pos_d,accelerator_pos_e,throttle_actuator,fuel_type,long_o2_trim_b1,unknown
1734340818,<obd.OBDResponse.Status object at 0x7d8040e7b1a0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",34.50980392,100,1.5625,0.78125,46,907.5,0,9,58,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.725,India OBD II (IOBD II),265,1E+31,0,23.52941176,80,255,2562,100,-0.0234375,422.6,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e75c10>,13.98,32.15686275,0.999424,4.31372549,33,14.90196078,14.90196078,14.90196078,5.490196078,Gasoline,0,
1734340821,<obd.OBDResponse.Status object at 0x7d8040e79760>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",34.50980392,100,2.34375,0.78125,52,986.5,2,-3,57,14.50980392,"((), (False, False, False, False), (False, False, True, True))",0.725,India OBD II (IOBD II),268,1E+31,0,25.49019608,80,255,2562,100,-0.0078125,421.8,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e74dd0>,14.06,33.33333333,0.999424,3.921568627,33,14.50980392,14.90196078,14.90196078,5.098039216,Gasoline,0,
1734340824,<obd.OBDResponse.Status object at 0x7d80417fa060>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",30.58823529,100,1.5625,0.78125,49,1023,5,-8.5,57,14.11764706,"((), (False, False, False, False), (False, False, True, True))",0.735,India OBD II (IOBD II),271,1E+31,0,23.1372549,80,255,2562,100,-0.01171875,421.3,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e63e00>,14.12,26.2745098,0.999424,3.137254902,33,13.33333333,14.90196078,14.90196078,3.921568627,Gasoline,0,
1734340827,<obd.OBDResponse.Status object at 0x7d8040e79760>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",24.70588235,99,2.34375,0,38,998,4,0.5,57,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.745,India OBD II (IOBD II),274,1E+31,0,20.78431373,80,255,2562,100,-0.0234375,420.8,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e77e60>,14.1,45.88235294,0.999424,1.960784314,33,13.33333333,14.50980392,14.90196078,4.705882353,Gasoline,0,
1734340830,<obd.OBDResponse.Status object at 0x7d8040e7b440>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",38.03921569,98,1.5625,1.5625,60,1052,8,-12,56,14.90196078,"((), (False, False, False, False), (False, False, True, True))",0.755,India OBD II (IOBD II),277,1E+31,0,25.88235294,80,255,2562,100,-0.0078125,420,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e7bd70>,14.08,30.19607843,0.999424,3.921568627,33,13.7254902,17.64705882,17.64705882,2.352941176,Gasoline,0,
1734340833,<obd.OBDResponse.Status object at 0x7d804181d070>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",29.41176471,97,1.5625,0,38,916,5,2,56,12.94117647,"((), (False, False, False, False), (False, False, True, True))",0.755,India OBD II (IOBD II),280,1E+31,0,20.78431373,80,255,2562,100,-0.02734375,420.1,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e7ac00>,14.08,24.70588235,0.999424,2.745098039,33,13.33333333,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734340837,<obd.OBDResponse.Status object at 0x7d8040e79130>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",25.49019608,97,-0.78125,0.78125,41,1001,1,-4.5,57,13.7254902,"((), (False, False, False, False), (False, False, True, True))",0.755,India OBD II (IOBD II),284,1E+31,0,21.56862745,80,255,2562,100,-0.00390625,420,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e75460>,14.04,38.03921569,0.999424,5.882352941,33,17.64705882,18.43137255,18.43137255,15.29411765,Gasoline,0,
1734340840,<obd.OBDResponse.Status object at 0x7d8040e81220>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",40.39215686,96,0.78125,0.78125,56,985,2,7.5,57,16.07843137,"((), (False, False, False, False), (False, False, True, True))",0.745,India OBD II (IOBD II),287,1E+31,0,23.52941176,80,255,2562,100,0.03125,420.2,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e82bd0>,13.88,76.07843137,0.999424,55.68627451,34,15.68627451,14.50980392,14.90196078,27.45098039,Gasoline,0,
1734340843,<obd.OBDResponse.Status object at 0x7d8040e7a840>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",20,96,0.78125,0.78125,39,1084,8,5,55,15.29411765,"((), (False, False, False, False), (False, False, True, True))",0.74,India OBD II (IOBD II),290,1E+31,0,4.31372549,80,255,2562,100,0,425.1,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e75a30>,14.06,36.8627451,0.999424,5.098039216,34,15.68627451,21.17647059,21.17647059,6.666666667,Gasoline,0,
1734340846,<obd.OBDResponse.Status object at 0x7d8040e82f30>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",24.70588235,96,0,0,36,963,6,2,56,12.94117647,"((), (False, False, False, False), (False, False, True, True))",0.735,India OBD II (IOBD II),293,1E+31,0,5.098039216,80,255,2562,100,0.01953125,426.4,1.11111E+31,<obd.OBDResponse.Status object at 0x7d80417d89b0>,14.08,24.31372549,0.999424,2.745098039,34,13.33333333,14.90196078,14.90196078,3.921568627,Gasoline,0,
1734340849,<obd.OBDResponse.Status object at 0x7d8040e76360>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",32.15686275,96,-0.78125,0,39,920,2,3.5,57,12.94117647,"((), (False, False, False, False), (False, False, True, True))",0.735,India OBD II (IOBD II),296,1E+31,0,20.78431373,80,255,2562,100,-0.0234375,426.4,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e82810>,14.08,25.49019608,0.999424,2.352941176,34,12.94117647,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734340852,<obd.OBDResponse.Status object at 0x7d8040e80620>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",31.37254902,95,-2.34375,0,39,925.5,0,1.5,58,12.94117647,"((), (False, False, False, False), (False, False, True, True))",0.73,India OBD II (IOBD II),299,1E+31,0,20.78431373,80,255,2562,100,-0.0078125,426.4,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e82450>,14.1,26.2745098,0.999424,2.745098039,35,13.33333333,14.90196078,14.90196078,3.921568627,Gasoline,0,
1734340855,<obd.OBDResponse.Status object at 0x7d8040e79940>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",29.80392157,96,-0.78125,1.5625,54,1114,0,-16,58,14.90196078,"((), (False, False, False, False), (False, False, True, True))",0.725,India OBD II (IOBD II),302,1E+31,0,14.90196078,80,255,2562,100,0.015625,426.1,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e76960>,14.08,30.98039216,0.999424,3.137254902,35,14.11764706,14.90196078,14.90196078,4.31372549,Gasoline,0,
1734340858,<obd.OBDResponse.Status object at 0x7d8040e83410>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",34.50980392,96,0.78125,0.78125,54,936,0,0,57,10.19607843,"((), (False, False, False, False), (False, False, True, True))",0.725,India OBD II (IOBD II),305,1E+31,0,29.41176471,80,255,2562,100,0.01171875,426.2,1.11111E+31,<obd.OBDResponse.Status object at 0x7d80417fa060>,13.98,77.25490196,0.999424,2.745098039,36,29.41176471,26.66666667,26.66666667,85.09803922,Gasoline,0,
1734340862,<obd.OBDResponse.Status object at 0x7d8040e760f0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",33.7254902,96,0.78125,0.78125,43,921.5,0,-3,56,14.11764706,"((), (False, False, False, False), (False, False, True, True))",0.72,India OBD II (IOBD II),309,1E+31,0,5.490196078,80,255,2562,100,0.00390625,427.9,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e7aab0>,14.06,29.41176471,0.999424,3.529411765,36,14.50980392,16.47058824,16.47058824,4.705882353,Gasoline,0,
1734340865,<obd.OBDResponse.Status object at 0x7d8040e60980>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",31.76470588,97,-2.34375,1.5625,84,1535,8,1.5,57,20.39215686,"((), (False, False, False, False), (False, False, True, True))",0.715,India OBD II (IOBD II),312,1E+31,0,1.176470588,80,255,2562,100,-0.0078125,432.9,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e769f0>,14.1,55.68627451,0.999424,10.58823529,36,20.39215686,24.31372549,24.31372549,11.37254902,Gasoline,0,
1734340868,<obd.OBDResponse.Status object at 0x7d8040e7afc0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",15.68627451,96,3.125,1.5625,44,1287,17,8,56,18.82352941,"((), (False, False, False, False), (False, False, True, True))",0.71,India OBD II (IOBD II),315,1E+31,0,4.705882353,80,255,2562,100,-0.0703125,439.1,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e78740>,14.08,70.19607843,0.999424,42.35294118,36,58.03921569,34.50980392,34.50980392,65.09803922,Gasoline,0,
1734340871,<obd.OBDResponse.Status object at 0x7d8040e7be30>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",34.50980392,96,0.78125,1.5625,77,1957.5,28,19.5,56,12.15686275,"((), (False, False, False, False), (False, False, True, True))",0.71,India OBD II (IOBD II),318,1E+31,0,0,80,255,2562,100,0,457.7,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e78a10>,14.12,19.60784314,0.999424,3.137254902,36,14.11764706,14.90196078,14.90196078,4.705882353,Gasoline,0,
1734340874,<obd.OBDResponse.Status object at 0x7d8040e77830>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",31.37254902,97,-2.34375,1.5625,64,1314.5,29,17,57,16.07843137,"((), (False, False, False, False), (False, False, True, True))",0.71,India OBD II (IOBD II),321,1E+31,0,0,80,255,2562,100,0.01953125,458.7,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e79670>,14.12,26.66666667,0.999424,3.137254902,36,14.50980392,14.90196078,14.90196078,4.31372549,Gasoline,0,
1734340877,<obd.OBDResponse.Status object at 0x7d8040e83d70>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",29.41176471,97,0.78125,0,36,902.5,23,14,57,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.71,India OBD II (IOBD II),324,1E+31,0,4.31372549,80,255,2562,100,-0.03125,458.1,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e81e20>,14.08,25.49019608,0.999424,3.137254902,36,13.7254902,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734340880,<obd.OBDResponse.Status object at 0x7d8040e73050>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",30.19607843,97,-2.34375,0,39,930.5,20,-1.5,58,12.94117647,"((), (False, False, False, False), (False, False, True, True))",0.705,India OBD II (IOBD II),327,1E+31,0,18.82352941,80,255,2562,100,-0.01171875,457.5,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e7bef0>,14.06,26.66666667,0.999424,2.352941176,36,12.94117647,14.90196078,14.90196078,3.921568627,Gasoline,0,
1734340883,<obd.OBDResponse.Status object at 0x7d8040e813a0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",38.43137255,97,-3.125,0.78125,41,893,19,9,58,14.50980392,"((), (False, False, False, False), (False, False, True, True))",0.7,India OBD II (IOBD II),330,1E+31,0,24.70588235,80,255,2562,100,-0.015625,456.4,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e79370>,14.06,27.84313725,0.999424,3.137254902,35,13.7254902,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734340887,<obd.OBDResponse.Status object at 0x7d8040e74110>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",30.19607843,97,-1.5625,0.78125,42,929,15,-4.5,58,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.695,India OBD II (IOBD II),334,1E+31,0,21.17647059,80,255,2562,100,-0.00390625,454.8,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e83890>,14.08,46.2745098,0.999424,7.843137255,35,19.60784314,30.58823529,30.58823529,20.78431373,Gasoline,0,
1734340890,<obd.OBDResponse.Status object at 0x7d8040e7a7e0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",56.07843137,97,3.125,2.34375,116,1712.5,24,-1.5,57,87.45098039,"((), (False, False, False, False), (False, False, True, True))",0.68,India OBD II (IOBD II),337,1E+31,0,0,80,255,2563,100,-0.0390625,466.1,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e82930>,14.12,98.82352941,0.999424,4.31372549,35,10.98039216,14.50980392,14.90196078,0.392156863,Gasoline,0,
1734340893,<obd.OBDResponse.Status object at 0x7d8040e767e0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",47.45098039,97,-0.78125,2.34375,98,1413.5,31,-1.5,56,56.47058824,"((), (False, False, False, False), (False, False, True, True))",0.685,India OBD II (IOBD II),340,1E+31,0,29.80392157,80,255,2563,100,0,479,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e814f0>,14.14,55.68627451,0.999424,4.705882353,35,14.90196078,25.88235294,25.88235294,4.705882353,Gasoline,0,
1734340896,<obd.OBDResponse.Status object at 0x7d8040e7abd0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",5.882352941,97,0,0.78125,25,1460,32,-11.5,56,13.7254902,"((), (False, False, False, False), (False, False, True, True))",0.685,India OBD II (IOBD II),343,1E+31,0,0,80,255,2563,100,0.41015625,480.6,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e75f10>,14.14,16.07843137,1.9988175,3.137254902,35,13.33333333,18.03921569,18.03921569,3.921568627,Gasoline,0,
1734340899,<obd.OBDResponse.Status object at 0x7d8040e75a00>,"('Open loop due to engine load OR fuel cut due to deceleration', '')",10.19607843,96,-4.6875,-1.5625,50,1350,29,19.5,57,12.54901961,"((), (False, False, False, False), (False, False, True, True))",0.095,India OBD II (IOBD II),346,1E+31,0,1.176470588,80,255,2563,100,-0.3125,477,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e79400>,14.04,35.29411765,0.899872,4.31372549,34,14.50980392,22.74509804,22.74509804,5.490196078,Gasoline,0,
1734340902,<obd.OBDResponse.Status object at 0x7d804181c110>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",15.29411765,96,0,0.78125,29,1245,27,19.5,57,13.7254902,"((), (False, False, False, False), (False, False, True, True))",0.205,India OBD II (IOBD II),349,1E+31,0,7.843137255,80,255,2563,100,-0.1796875,474.5,1.11111E+31,<obd.OBDResponse.Status object at 0x7d804181fad0>,14.12,20,0.936716,2.745098039,34,13.7254902,20,20,3.921568627,Gasoline,0,
1734340905,<obd.OBDResponse.Status object at 0x7d80417fba70>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",5.882352941,96,0,0,26,1138,24,-7,58,12.54901961,"((), (False, False, False, False), (False, False, True, True))",0.68,India OBD II (IOBD II),352,1E+31,0,0,80,255,2563,100,-0.00390625,472.4,1.11111E+31,<obd.OBDResponse.Status object at 0x7d804181d130>,14.1,24.31372549,0.967704,3.137254902,34,13.7254902,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734340908,<obd.OBDResponse.Status object at 0x7d804181c770>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",30.19607843,97,0,0,39,927.5,16,0.5,58,13.7254902,"((), (False, False, False, False), (False, False, True, True))",0.74,India OBD II (IOBD II),355,1E+31,0,4.705882353,80,255,2563,100,-0.01953125,470.4,1.11111E+31,<obd.OBDResponse.Status object at 0x7d804181f440>,14.04,25.88235294,0.998204,2.745098039,34,13.7254902,14.90196078,14.90196078,3.921568627,Gasoline,0,
1734340912,<obd.OBDResponse.Status object at 0x7d8040e7bef0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",30.19607843,97,0,0,38,929.5,11,0.5,58,12.94117647,"((), (False, False, False, False), (False, False, True, True))",0.775,India OBD II (IOBD II),359,1E+31,0,20.39215686,80,255,2563,100,-0.01171875,468.6,1.11111E+31,<obd.OBDResponse.Status object at 0x7d804181f260>,14.06,25.88235294,0.999424,2.745098039,34,13.33333333,14.90196078,14.90196078,3.921568627,Gasoline,0,
1734340915,<obd.OBDResponse.Status object at 0x7d80417f8950>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",63.52941176,98,-3.125,1.5625,66,907,13,3.5,58,19.60784314,"((), (False, False, False, False), (False, False, True, True))",0.75,India OBD II (IOBD II),362,1E+31,0,9.803921569,80,255,2563,100,-0.00390625,466,1.11111E+31,<obd.OBDResponse.Status object at 0x7d804181f530>,14.1,54.11764706,0.999424,6.666666667,34,16.8627451,27.84313725,27.45098039,7.843137255,Gasoline,0,
1734340918,<obd.OBDResponse.Status object at 0x7d80417d8b60>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",32.54901961,98,-0.78125,1.5625,69,1352,19,15,57,17.64705882,"((), (False, False, False, False), (False, False, True, True))",0.745,India OBD II (IOBD II),365,1E+31,0,32.15686275,80,255,2563,100,-0.0078125,463.6,1.11111E+31,<obd.OBDResponse.Status object at 0x7d80417f8680>,14.12,50.98039216,0.999424,9.803921569,34,20.39215686,30.19607843,30.19607843,13.33333333,Gasoline,0,
1734340921,<obd.OBDResponse.Status object at 0x7d8040e7abd0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",34.50980392,98,-2.34375,1.5625,57,1775,25,12.5,56,14.90196078,"((), (False, False, False, False), (False, False, True, True))",0.19,India OBD II (IOBD II),368,1E+31,0,0,80,255,2563,100,0.07421875,460,1.11111E+31,<obd.OBDResponse.Status object at 0x7d80417f89b0>,14.12,20,0.96624,3.921568627,34,14.50980392,15.29411765,15.68627451,5.098039216,Gasoline,0,
1734340924,<obd.OBDResponse.Status object at 0x7d8040e79c70>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",23.1372549,97,-3.125,1.5625,56,1557,22,18,57,17.25490196,"((), (False, False, False, False), (False, False, True, True))",0.175,India OBD II (IOBD II),371,1E+31,0,0,80,255,2563,100,-0.015625,459.5,1.11111E+31,<obd.OBDResponse.Status object at 0x7d80417f87d0>,14.14,33.33333333,0.999424,6.274509804,34,16.47058824,24.70588235,22.35294118,5.882352941,Gasoline,0,
1734340927,<obd.OBDResponse.Status object at 0x7d8040e78b30>,"('Open loop due to engine load OR fuel cut due to deceleration', '')",24.70588235,97,0,0,39,968.5,21,-3,57,13.7254902,"((), (False, False, False, False), (False, False, True, True))",0.07,India OBD II (IOBD II),374,1E+31,0,1.176470588,80,255,2563,100,0.05078125,457.2,1.11111E+31,<obd.OBDResponse.Status object at 0x7d80417f8590>,14.1,26.2745098,1.021384,2.745098039,34,13.33333333,14.90196078,14.90196078,3.921568627,Gasoline,0,
1734340930,<obd.OBDResponse.Status object at 0x7d8040e7a480>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",31.37254902,97,0,0,39,929.5,12,-3,58,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.135,India OBD II (IOBD II),377,1E+31,0,8.62745098,80,255,2563,100,-0.23828125,455.1,1.11111E+31,<obd.OBDResponse.Status object at 0x7d80417f9700>,14.1,26.2745098,0.899872,3.137254902,34,13.33333333,14.90196078,14.90196078,3.921568627,Gasoline,0,
1734340933,<obd.OBDResponse.Status object at 0x7d804181ebd0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",30.19607843,98,0.78125,0.78125,48,938.5,8,5,58,13.7254902,"((), (False, False, False, False), (False, False, True, True))",0.67,India OBD II (IOBD II),380,1E+31,0,27.45098039,80,255,2563,100,-0.23046875,452.7,1.11111E+31,<obd.OBDResponse.Status object at 0x7d804181c9b0>,13.36,54.11764706,0.942572,11.37254902,34,10.58823529,18.03921569,14.90196078,0,Gasoline,0,
1734340937,<obd.OBDResponse.Status object at 0x7d80417f8e00>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",100,98,-2.34375,1.5625,103,813.5,11,-7.5,57,72.54901961,"((), (False, False, False, False), (False, False, True, True))",0.76,India OBD II (IOBD II),384,1E+31,0,73.7254902,80,255,2563,100,0.0078125,452.1,1.11111E+31,<obd.OBDResponse.Status object at 0x7d804181cb30>,14.34,82.35294118,0.999424,62.35294118,34,70.98039216,30.98039216,30.98039216,65.09803922,Gasoline,0,
1734340940,<obd.OBDResponse.Status object at 0x7d804181cc20>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",38.82352941,98,-2.34375,1.5625,89,1410.5,20,12,56,20,"((), (False, False, False, False), (False, False, True, True))",0.735,India OBD II (IOBD II),387,1E+31,0,0,80,255,2563,100,0,457.9,1.11111E+31,<obd.OBDResponse.Status object at 0x7d804181e690>,14.22,53.7254902,0.999424,10.58823529,34,16.8627451,22.35294118,22.35294118,3.137254902,Gasoline,0,
1734340943,<obd.OBDResponse.Status object at 0x7d8040e77530>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",56.8627451,97,3.125,1.5625,90,1026,22,-1,56,24.31372549,"((), (False, False, False, False), (False, False, True, True))",0.73,India OBD II (IOBD II),390,1E+31,0,18.03921569,80,255,2563,100,-0.06640625,458.9,1.11111E+31,<obd.OBDResponse.Status object at 0x7d804181eea0>,14.08,72.54901961,0.999424,32.54901961,34,42.35294118,33.7254902,33.33333333,40.39215686,Gasoline,0,
1734340946,<obd.OBDResponse.Status object at 0x7d8040e7ad80>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",22.35294118,96,-5.46875,1.5625,41,1222,27,-1.5,55,13.7254902,"((), (False, False, False, False), (False, False, True, True))",0.735,India OBD II (IOBD II),393,1E+31,0,4.31372549,80,255,2563,100,0.0078125,462.5,1.11111E+31,<obd.OBDResponse.Status object at 0x7d80417f9730>,14.14,21.56862745,0.999424,2.352941176,33,13.33333333,17.25490196,17.25490196,3.529411765,Gasoline,0,
1734340949,<obd.OBDResponse.Status object at 0x7d804181f920>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",14.90196078,95,-3.125,0,28,1149,25,0.5,56,12.54901961,"((), (False, False, False, False), (False, False, True, True))",0.735,India OBD II (IOBD II),396,1E+31,0,18.43137255,80,255,2563,100,-0.0234375,462.2,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e79d30>,14.08,17.25490196,0.999424,1.960784314,33,12.54901961,16.47058824,16.8627451,2.745098039,Gasoline,0,
1734341015,<obd.OBDResponse.Status object at 0x7d8040e76360>,"('Open loop due to engine load OR fuel cut due to deceleration', '')",0,95,0,-1.5625,28,1352.5,39,-13.5,57,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.005,India OBD II (IOBD II),462,1E+31,0,0,80,255,2563,100,1.22265625,547.3,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e829c0>,14.04,16.8627451,1.9988175,2.745098039,33,12.94117647,14.90196078,14.90196078,3.137254902,Gasoline,0,
1734341018,<obd.OBDResponse.Status object at 0x7d8040e6caa0>,"('Open loop due to engine load OR fuel cut due to deceleration', '')",28.62745098,96,0,0.78125,40,990.5,31,-7.5,58,13.7254902,"((), (False, False, False, False), (False, False, True, True))",0.045,India OBD II (IOBD II),465,1E+31,0,0,80,255,2563,100,-0.03125,540.4,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e6d0d0>,14,26.66666667,1.042856,3.137254902,33,13.7254902,14.90196078,14.90196078,3.921568627,Gasoline,0,
1734341021,<obd.OBDResponse.Status object at 0x7d8040e74200>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",28.23529412,97,0.78125,0,38,937,24,-1.5,57,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.11,India OBD II (IOBD II),468,1E+31,0,5.098039216,80,255,2563,100,-0.22265625,535.7,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e801d0>,13.9,25.09803922,0.900116,2.745098039,33,13.33333333,14.90196078,14.90196078,3.921568627,Gasoline,0,
1734341024,<obd.OBDResponse.Status object at 0x7d8040e6d010>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",29.41176471,98,1.5625,0,37,925,18,0,57,12.94117647,"((), (False, False, False, False), (False, False, True, True))",0.14,India OBD II (IOBD II),471,1E+31,0,20.78431373,80,255,2563,100,-0.25390625,530.6,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e81b80>,14,25.09803922,0.899384,2.745098039,33,13.33333333,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734341027,<obd.OBDResponse.Status object at 0x7d8040e6e0c0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",29.01960784,98,2.34375,0,38,931.5,2,-2.5,58,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.74,India OBD II (IOBD II),474,1E+31,0,20.78431373,80,255,2563,100,-0.19921875,525.4,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e81af0>,13.98,25.49019608,0.919392,2.352941176,33,13.33333333,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734341030,<obd.OBDResponse.Status object at 0x7d8040e6c7a0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",28.23529412,99,2.34375,0,38,936.5,0,-3,58,12.94117647,"((), (False, False, False, False), (False, False, True, True))",0.79,India OBD II (IOBD II),477,1E+31,0,20.78431373,80,255,2563,100,-0.12109375,520.4,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e80c80>,13.96,25.49019608,0.9577,2.745098039,33,13.33333333,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734341034,<obd.OBDResponse.Status object at 0x7d8040e6d430>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",42.35294118,99,0.78125,0.78125,52,945.5,0,6.5,58,14.50980392,"((), (False, False, False, False), (False, False, True, True))",0.775,India OBD II (IOBD II),480,1E+31,0,26.2745098,80,255,2563,100,-0.0078125,515.6,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e6c4a0>,14.12,34.11764706,0.99918,3.529411765,33,14.50980392,14.90196078,14.90196078,3.921568627,Gasoline,0,
1734341037,<obd.OBDResponse.Status object at 0x7d8040e6c7a0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",25.88235294,100,3.125,0,35,966,0,17,57,13.7254902,"((), (False, False, False, False), (False, False, True, True))",0.74,India OBD II (IOBD II),484,1E+31,0,22.35294118,80,255,2563,100,-0.0546875,511.7,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e6dfa0>,14.14,32.15686275,0.999424,3.529411765,34,14.11764706,14.50980392,14.90196078,4.705882353,Gasoline,0,
1734341040,<obd.OBDResponse.Status object at 0x7d8040e77350>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",29.41176471,100,0.78125,0.78125,43,977.5,2,0.5,58,14.11764706,"((), (False, False, False, False), (False, False, True, True))",0.715,India OBD II (IOBD II),487,1E+31,0,23.1372549,80,255,2563,100,-0.0078125,507.8,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e6e870>,14.04,38.82352941,0.999424,3.921568627,34,14.50980392,14.90196078,14.90196078,5.490196078,Gasoline,0,
