ABSOLUTE_LOAD,ACCELERATOR_POS_D,ACCELERATOR_POS_E,BAROMETRIC_PRESSURE,CALIBRATION_ID,CATALYST_TEMP_B1S1,CLEAR_DTC,COMMANDED_EQUIV_RATIO,CONTROL_MODULE_VOLTAGE,COOLANT_TEMP,CVN,DISTANCE_SINCE_DTC_CLEAR,DISTANCE_W_MIL,DTC_ABSOLUTE_LOAD,DTC_ACCELERATOR_POS_D,DTC_ACCELERATOR_POS_E,DTC_BAROMETRIC_PRESSURE,DTC_CATALYST_TEMP_B1S1,DTC_COMMANDED_EQUIV_RATIO,DTC_CONTROL_MODULE_VOLTAGE,DTC_COOLANT_TEMP,DTC_DISTANCE_SINCE_DTC_CLEAR,DTC_DISTANCE_W_MIL,DTC_ENGINE_LOAD,DTC_EVAPORATIVE_PURGE,DTC_FUEL_STATUS,DTC_FUEL_TYPE,DTC_INTAKE_PRESSURE,DTC_INTAKE_TEMP,DTC_LONG_FUEL_TRIM_1,DTC_O2_B1S2,DTC_O2_S1_WR_CURRENT,DTC_O2_SENSORS,DTC_OBD_COMPLIANCE,DTC_PIDS_B,DTC_PIDS_C,DTC_RELATIVE_THROTTLE_POS,DTC_RPM,DTC_RUN_TIME,DTC_SHORT_FUEL_TRIM_1,DTC_SPEED,DTC_STATUS,DTC_THROTTLE_ACTUATOR,DTC_THROTTLE_POS,DTC_THROTTLE_POS_B,DTC_TIMING_ADVANCE,DTC_WARMUPS_SINCE_DTC_CLEAR,ELM_VERSION,ELM_VOLTAGE,ENGINE_LOAD,EVAPORATIVE_PURGE,FUEL_STATUS,FUEL_TYPE,GET_CURRENT_DTC,GET_DTC,INTAKE_PRESSURE,INTAKE_TEMP,LONG_FUEL_TRIM_1,MIDS_A,MIDS_B,MIDS_C,MIDS_D,MIDS_E,MIDS_F,MONITOR_CATALYST_B1,MONITOR_MISFIRE_CYLINDER_1,MONITOR_MISFIRE_CYLINDER_2,MONITOR_MISFIRE_CYLINDER_3,MONITOR_MISFIRE_CYLINDER_4,MONITOR_O2_B1S1,MONITOR_O2_B1S2,O2_B1S2,O2_S1_WR_CURRENT,O2_SENSORS,OBD_COMPLIANCE,PIDS_9A,PIDS_A,PIDS_B,PIDS_C,RELATIVE_THROTTLE_POS,RPM,RUN_TIME,SHORT_FUEL_TRIM_1,SPEED,STATUS,THROTTLE_ACTUATOR,THROTTLE_POS,THROTTLE_POS_B,TIMING_ADVANCE,VIN,WARMUPS_SINCE_DTC_CLEAR
69.01960784313725 percent,29.41176470588235 percent,14.509803921568627 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),711.1 degree_Celsius,,0.9603229999999999 ratio,14.21 volt,82 degree_Celsius,f02cf04a,5105.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.1 volt,34.90196078431372 percent,34.509803921568626 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",30 kilopascal,34 degree_Celsius,7.8125 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.465 volt,-0.01953125 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,3.9215686274509802 percent,1243.0 revolutions_per_minute,812.0 second,0.0 percent,36.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x78828922c8d0>,4.313725490196078 percent,14.901960784313726 percent,31.764705882352942 percent,-25.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
22.745098039215687 percent,18.823529411764707 percent,9.411764705882353 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),694.6 degree_Celsius,,1.9988175 ratio,14.242 volt,82 degree_Celsius,f02cf04a,5105.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,24.705882352941178 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",26 kilopascal,34 degree_Celsius,7.8125 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.0 volt,1.49609375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,7.450980392156863 percent,1238.0 revolutions_per_minute,816.0 second,0.0 percent,22.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x78828922e9d0>,12.549019607843137 percent,20.392156862745097 percent,36.86274509803921 percent,8.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
65.49019607843137 percent,30.19607843137255 percent,15.294117647058824 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),673.4000000000001 degree_Celsius,,0.935313 ratio,14.167 volt,82 degree_Celsius,f02cf04a,5105.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.1 volt,87.84313725490196 percent,92.54901960784314 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",87 kilopascal,34 degree_Celsius,7.8125 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.805 volt,-0.015625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,10.980392156862745 percent,1671.0 revolutions_per_minute,820.0 second,9.375 percent,29.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289070b10>,10.980392156862745 percent,19.215686274509803 percent,35.68627450980392 percent,21.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
56.07843137254902 percent,27.84313725490196 percent,14.117647058823529 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),683.0 degree_Celsius,,1.017907 ratio,14.222 volt,81 degree_Celsius,f02cf04a,5105.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.1 volt,64.70588235294117 percent,67.45098039215686 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",65 kilopascal,34 degree_Celsius,7.8125 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.785 volt,0.05859375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,9.803921568627452 percent,1196.0 revolutions_per_minute,824.0 second,7.8125 percent,33.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289072c10>,10.588235294117647 percent,18.823529411764707 percent,35.294117647058826 percent,15.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
62.745098039215684 percent,27.84313725490196 percent,14.117647058823529 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),676.6 degree_Celsius,,1.030595 ratio,14.122 volt,81 degree_Celsius,f02cf04a,5105.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,77.25490196078431 percent,81.56862745098039 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",76 kilopascal,34 degree_Celsius,7.8125 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Unknown : 10600.0 millisecond [PASSED]
Unknown : 32.0 ohm [PASSED]
Unknown : -1.53125 milliampere [PASSED]
Unknown : 3749.0 count [PASSED]",Unknown : 0.677 volt [PASSED],0.68 volt,-0.0390625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,12.941176470588236 percent,1464.0 revolutions_per_minute,828.0 second,9.375 percent,34.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x78828907db90>,14.117647058823529 percent,21.176470588235293 percent,37.254901960784316 percent,11.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
72.54901960784314 percent,27.45098039215686 percent,13.72549019607843 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),675.7 degree_Celsius,,1.014003 ratio,14.147 volt,81 degree_Celsius,f02cf04a,5105.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.8 volt,41.568627450980394 percent,36.07843137254902 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",34 kilopascal,34 degree_Celsius,7.8125 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.65 volt,0.0390625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,3.9215686274509802 percent,1139.0 revolutions_per_minute,833.0 second,0.0 percent,33.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x78828907c910>,8.235294117647058 percent,17.254901960784313 percent,33.72549019607843 percent,7.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
43.13725490196078 percent,29.41176470588235 percent,14.901960784313726 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),665.7 degree_Celsius,,0.935313 ratio,14.185 volt,81 degree_Celsius,f02cf04a,5105.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,48.23529411764706 percent,51.76470588235294 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",40 kilopascal,34 degree_Celsius,7.8125 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.22 volt,-0.15234375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,3.9215686274509802 percent,1186.0 revolutions_per_minute,837.0 second,7.03125 percent,36.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289085690>,4.313725490196078 percent,14.901960784313726 percent,31.764705882352942 percent,-24.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
24.313725490196077 percent,18.823529411764707 percent,9.411764705882353 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),660.6 degree_Celsius,,1.9988175 ratio,14.280000000000001 volt,81 degree_Celsius,f02cf04a,5105.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,24.313725490196077 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",24 kilopascal,34 degree_Celsius,7.8125 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.0 volt,1.49609375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,3.9215686274509802 percent,1273.0 revolutions_per_minute,841.0 second,0.0 percent,36.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289087790>,4.313725490196078 percent,14.901960784313726 percent,32.15686274509804 percent,-25.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
22.745098039215687 percent,18.823529411764707 percent,9.411764705882353 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),632.4000000000001 degree_Celsius,,1.9988175 ratio,14.335 volt,81 degree_Celsius,f02cf04a,5105.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,38.431372549019606 percent,0.0 percent,"('Open loop due to insufficient engine temperature', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",42 kilopascal,34 degree_Celsius,7.8125 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.075 volt,-0.19140625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,7.450980392156863 percent,1119.0 revolutions_per_minute,845.0 second,10.9375 percent,40.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x78828908d8d0>,8.627450980392156 percent,17.647058823529413 percent,34.509803921568626 percent,18.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
50.588235294117645 percent,25.88235294117647 percent,12.941176470588236 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),619.6 degree_Celsius,,0.935313 ratio,14.255 volt,80 degree_Celsius,f02cf04a,5105.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,52.15686274509804 percent,23.529411764705884 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",43 kilopascal,34 degree_Celsius,7.8125 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.125 volt,-0.12109375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,3.9215686274509802 percent,1078.0 revolutions_per_minute,849.0 second,10.9375 percent,47.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x78828908f9d0>,4.313725490196078 percent,14.901960784313726 percent,31.764705882352942 percent,-5.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
25.49019607843137 percent,19.215686274509803 percent,9.411764705882353 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),613.8000000000001 degree_Celsius,,1.9988175 ratio,14.297 volt,80 degree_Celsius,f02cf04a,5105.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,22.745098039215687 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",23 kilopascal,34 degree_Celsius,7.8125 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.0 volt,1.4609375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,3.9215686274509802 percent,1287.0 revolutions_per_minute,853.0 second,0.0 percent,47.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289091b10>,4.313725490196078 percent,14.901960784313726 percent,32.15686274509804 percent,-25.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
23.137254901960784 percent,18.823529411764707 percent,9.411764705882353 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),587.5 degree_Celsius,,1.9988175 ratio,14.242 volt,80 degree_Celsius,f02cf04a,5105.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,23.529411764705884 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",23 kilopascal,34 degree_Celsius,7.8125 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.0 volt,1.51953125 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,4.313725490196078 percent,1278.0 revolutions_per_minute,857.0 second,0.0 percent,46.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289093c10>,4.313725490196078 percent,14.901960784313726 percent,32.15686274509804 percent,-25.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
22.352941176470587 percent,18.823529411764707 percent,9.411764705882353 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),572.4 degree_Celsius,,1.9988175 ratio,14.280000000000001 volt,79 degree_Celsius,f02cf04a,5105.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,24.313725490196077 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",25 kilopascal,34 degree_Celsius,7.8125 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.0 volt,1.46484375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,9.019607843137255 percent,1246.0 revolutions_per_minute,861.0 second,0.0 percent,39.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x7882890a5d50>,9.803921568627452 percent,18.431372549019606 percent,34.90196078431372 percent,8.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
51.76470588235294 percent,27.84313725490196 percent,14.117647058823529 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),565.9 degree_Celsius,,0.935313 ratio,14.217 volt,78 degree_Celsius,f02cf04a,5105.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,47.450980392156865 percent,36.07843137254902 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",39 kilopascal,35 degree_Celsius,7.8125 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.135 volt,-0.1171875 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,4.313725490196078 percent,1172.0 revolutions_per_minute,865.0 second,0.0 percent,38.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x7882890a7e50>,4.705882352941177 percent,14.901960784313726 percent,32.15686274509804 percent,-22.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
